from,rank,team,country,level,elo,to,season
2025-05-18,44.0,Brugge,BEL,1,1745.36230469,2025-05-18,2024-2025
2025-05-19,40.0,Brugge,BEL,1,1753.54431152,2025-05-23,2024-2025
2025-05-24,39.0,Brugge,BEL,1,1753.54431152,2025-05-25,2024-2025
2025-05-26,42.0,Brugge,BEL,1,1747.08679199,2025-05-28,2024-2025
2025-05-29,41.0,Brugge,BEL,1,1747.08679199,2025-07-24,2024-2025
2024-08-02,19.0,Sporting,POR,1,1806.47998047,2024-08-08,2024-2025
2024-08-09,18.0,Sporting,POR,1,1809.48242188,2024-08-09,2024-2025
2024-08-10,17.0,Sporting,POR,1,1811.15161133,2024-08-15,2024-2025
2024-08-16,16.0,Sporting,POR,1,1816.54052734,2024-08-17,2024-2025
2024-08-18,16.0,Sporting,POR,1,1819.46826172,2024-08-21,2024-2025
2024-08-22,16.0,Sporting,POR,1,1820.16503906,2024-08-22,2024-2025
2024-08-23,16.0,Sporting,POR,1,1820.87268066,2024-08-23,2024-2025
2024-08-24,16.0,Sporting,POR,1,1824.06896973,2024-08-24,2024-2025
2024-08-25,15.0,Sporting,POR,1,1824.06896973,2024-08-29,2024-2025
2024-08-30,15.0,Sporting,POR,1,1826.26391602,2024-08-31,2024-2025
2024-09-01,15.0,Sporting,POR,1,1834.71520996,2024-09-01,2024-2025
2024-09-02,14.0,Sporting,POR,1,1834.71520996,2024-09-13,2024-2025
2024-09-14,13.0,Sporting,POR,1,1838.47497559,2024-09-15,2024-2025
2024-09-16,14.0,Sporting,POR,1,1838.47497559,2024-09-17,2024-2025
2024-09-18,13.0,Sporting,POR,1,1846.57507324,2024-09-19,2024-2025
2024-09-20,13.0,Sporting,POR,1,1848.66345215,2024-09-22,2024-2025
2024-09-23,12.0,Sporting,POR,1,1849.76220703,2024-09-25,2024-2025
2024-09-26,13.0,Sporting,POR,1,1845.26953125,2024-09-26,2024-2025
2024-09-27,13.0,Sporting,POR,1,1847.13537598,2024-09-27,2024-2025
2024-09-28,13.0,Sporting,POR,1,1849.26245117,2024-09-28,2024-2025
2024-09-29,14.0,Sporting,POR,1,1849.26245117,2024-10-01,2024-2025
2024-10-02,14.0,Sporting,POR,1,1850.53430176,2024-10-02,2024-2025
2024-10-03,13.0,Sporting,POR,1,1857.63293457,2024-10-03,2024-2025
2024-10-04,14.0,Sporting,POR,1,1851.9453125,2024-10-05,2024-2025
2024-10-06,14.0,Sporting,POR,1,1853.1036377,2024-10-06,2024-2025
2024-10-07,12.0,Sporting,POR,1,1853.1036377,2024-10-19,2024-2025
2024-10-20,13.0,Sporting,POR,1,1853.1036377,2024-10-22,2024-2025
2024-10-23,12.0,Sporting,POR,1,1860.37475586,2024-10-23,2024-2025
2024-10-24,12.0,Sporting,POR,1,1849.96557617,2024-10-24,2024-2025
2024-10-25,13.0,Sporting,POR,1,1854.27209473,2024-10-26,2024-2025
2024-10-27,11.0,Sporting,POR,1,1858.21740723,2024-10-27,2024-2025
2024-10-28,12.0,Sporting,POR,1,1858.21740723,2024-11-01,2024-2025
2024-11-02,12.0,Sporting,POR,1,1859.28271484,2024-11-05,2024-2025
2024-11-06,11.0,Sporting,POR,1,1885.74963379,2024-11-06,2024-2025
2024-11-07,11.0,Sporting,POR,1,1884.47387695,2024-11-07,2024-2025
2024-11-08,11.0,Sporting,POR,1,1882.3338623,2024-11-10,2024-2025
2024-11-11,11.0,Sporting,POR,1,1887.50585938,2024-11-26,2024-2025
2024-11-27,11.0,Sporting,POR,1,1863.40661621,2024-11-27,2024-2025
2024-11-28,11.0,Sporting,POR,1,1867.47180176,2024-11-28,2024-2025
2024-11-29,12.0,Sporting,POR,1,1869.34997559,2024-11-30,2024-2025
2024-12-01,13.0,Sporting,POR,1,1852.61352539,2024-12-01,2024-2025
2024-12-02,12.0,Sporting,POR,1,1852.61352539,2024-12-05,2024-2025
2024-12-06,15.0,Sporting,POR,1,1837.9296875,2024-12-06,2024-2025
2024-12-07,14.0,Sporting,POR,1,1837.9296875,2024-12-10,2024-2025
2024-12-11,16.0,Sporting,POR,1,1825.31860352,2024-12-11,2024-2025
2024-12-12,17.0,Sporting,POR,1,1823.92785645,2024-12-12,2024-2025
2024-12-13,16.0,Sporting,POR,1,1826.60522461,2024-12-14,2024-2025
2024-12-15,17.0,Sporting,POR,1,1827.28112793,2024-12-16,2024-2025
2024-12-17,16.0,Sporting,POR,1,1827.28112793,2024-12-19,2024-2025
2024-12-20,15.0,Sporting,POR,1,1828.52148438,2024-12-21,2024-2025
2024-12-22,16.0,Sporting,POR,1,1828.52148438,2024-12-22,2024-2025
2024-12-23,17.0,Sporting,POR,1,1821.28918457,2024-12-26,2024-2025
2024-12-27,18.0,Sporting,POR,1,1821.28918457,2024-12-29,2024-2025
2024-12-30,18.0,Sporting,POR,1,1827.13024902,2024-12-31,2024-2025
2025-01-01,18.0,Sporting,POR,1,1827.13024902,2025-01-03,2024-2025
2025-01-04,18.0,Sporting,POR,1,1822.57128906,2025-01-05,2024-2025
2025-01-06,17.0,Sporting,POR,1,1822.57128906,2025-01-18,2024-2025
2025-01-19,16.0,Sporting,POR,1,1826.22521973,2025-01-21,2024-2025
2025-01-22,17.0,Sporting,POR,1,1823.43603516,2025-01-22,2024-2025
2025-01-23,18.0,Sporting,POR,1,1812.7286377,2025-01-23,2024-2025
2025-01-24,19.0,Sporting,POR,1,1806.13977051,2025-01-25,2024-2025
2025-01-26,19.0,Sporting,POR,1,1807.31079102,2025-01-29,2024-2025
2025-01-30,19.0,Sporting,POR,1,1809.95385742,2025-01-30,2024-2025
2025-01-31,17.0,Sporting,POR,1,1817.33813477,2025-02-01,2024-2025
2025-02-02,16.0,Sporting,POR,1,1817.33813477,2025-02-02,2024-2025
2025-02-03,16.0,Sporting,POR,1,1818.47717285,2025-02-07,2024-2025
2025-02-08,16.0,Sporting,POR,1,1817.65490723,2025-02-08,2024-2025
2025-02-09,17.0,Sporting,POR,1,1817.65490723,2025-02-11,2024-2025
2025-02-12,22.0,Sporting,POR,1,1792.18481445,2025-02-12,2024-2025
2025-02-13,21.0,Sporting,POR,1,1794.91162109,2025-02-13,2024-2025
2025-02-14,21.0,Sporting,POR,1,1794.13708496,2025-02-15,2024-2025
2025-02-16,24.0,Sporting,POR,1,1786.24914551,2025-02-16,2024-2025
2025-02-17,25.0,Sporting,POR,1,1786.24914551,2025-02-18,2024-2025
2025-02-19,23.0,Sporting,POR,1,1786.87890625,2025-02-19,2024-2025
2025-02-20,25.0,Sporting,POR,1,1784.00878906,2025-02-20,2024-2025
2025-02-21,25.0,Sporting,POR,1,1781.67700195,2025-02-23,2024-2025
2025-02-24,27.0,Sporting,POR,1,1774.21081543,2025-02-25,2024-2025
2025-02-26,28.0,Sporting,POR,1,1774.21081543,2025-02-26,2024-2025
2025-02-27,29.0,Sporting,POR,1,1774.21081543,2025-03-01,2024-2025
2025-03-02,30.0,Sporting,POR,1,1774.21081543,2025-03-02,2024-2025
2025-03-03,29.0,Sporting,POR,1,1774.21081543,2025-03-03,2024-2025
2025-03-04,28.0,Sporting,POR,1,1776.13964844,2025-03-05,2024-2025
2025-03-06,28.0,Sporting,POR,1,1774.7175293,2025-03-06,2024-2025
2025-03-07,28.0,Sporting,POR,1,1775.93078613,2025-03-08,2024-2025
2025-03-09,29.0,Sporting,POR,1,1775.93078613,2025-03-09,2024-2025
2025-03-10,28.0,Sporting,POR,1,1780.15161133,2025-03-11,2024-2025
2025-03-12,27.0,Sporting,POR,1,1778.81982422,2025-03-12,2024-2025
2025-03-13,28.0,Sporting,POR,1,1778.81982422,2025-03-13,2024-2025
2025-03-14,30.0,Sporting,POR,1,1773.46838379,2025-03-15,2024-2025
2025-03-16,28.0,Sporting,POR,1,1775.95397949,2025-03-16,2024-2025
2025-03-17,29.0,Sporting,POR,1,1775.95397949,2025-03-28,2024-2025
2025-03-29,30.0,Sporting,POR,1,1775.95397949,2025-03-29,2024-2025
2025-03-30,29.0,Sporting,POR,1,1778.87609863,2025-03-30,2024-2025
2025-03-31,28.0,Sporting,POR,1,1778.87609863,2025-04-06,2024-2025
2025-04-07,30.0,Sporting,POR,1,1778.87609863,2025-04-07,2024-2025
2025-04-08,31.0,Sporting,POR,1,1774.11682129,2025-04-08,2024-2025
2025-04-09,32.0,Sporting,POR,1,1774.11682129,2025-04-10,2024-2025
2025-04-11,29.0,Sporting,POR,1,1774.11682129,2025-04-11,2024-2025
2025-04-12,30.0,Sporting,POR,1,1774.11682129,2025-04-12,2024-2025
2025-04-13,29.0,Sporting,POR,1,1776.6229248,2025-04-16,2024-2025
2025-04-17,30.0,Sporting,POR,1,1776.6229248,2025-04-17,2024-2025
2025-04-18,32.0,Sporting,POR,1,1776.6229248,2025-04-18,2024-2025
2025-04-19,31.0,Sporting,POR,1,1778.60498047,2025-04-19,2024-2025
2025-04-20,30.0,Sporting,POR,1,1778.60498047,2025-04-20,2024-2025
2025-04-21,29.0,Sporting,POR,1,1778.60498047,2025-04-23,2024-2025
2025-04-24,30.0,Sporting,POR,1,1778.60498047,2025-04-24,2024-2025
2025-04-25,31.0,Sporting,POR,1,1778.60498047,2025-04-26,2024-2025
2025-04-27,32.0,Sporting,POR,1,1778.60498047,2025-04-27,2024-2025
2025-04-28,32.0,Sporting,POR,1,1781.51428223,2025-04-28,2024-2025
2025-04-29,31.0,Sporting,POR,1,1781.51428223,2025-04-29,2024-2025
2025-04-30,30.0,Sporting,POR,1,1781.51428223,2025-04-30,2024-2025
2025-05-01,31.0,Sporting,POR,1,1781.51428223,2025-05-01,2024-2025
2025-05-02,32.0,Sporting,POR,1,1781.51428223,2025-05-03,2024-2025
2025-05-04,33.0,Sporting,POR,1,1781.51428223,2025-05-04,2024-2025
2025-05-05,33.0,Sporting,POR,1,1782.68786621,2025-05-07,2024-2025
2025-05-08,32.0,Sporting,POR,1,1782.68786621,2025-05-08,2024-2025
2025-05-09,33.0,Sporting,POR,1,1782.68786621,2025-05-09,2024-2025
2025-05-10,32.0,Sporting,POR,1,1782.68786621,2025-05-10,2024-2025
2025-05-11,29.0,Sporting,POR,1,1784.51196289,2025-05-11,2024-2025
2025-05-12,31.0,Sporting,POR,1,1784.51196289,2025-05-16,2024-2025
2025-05-17,30.0,Sporting,POR,1,1784.51196289,2025-05-17,2024-2025
2025-05-18,29.0,Sporting,POR,1,1788.21362305,2025-05-18,2024-2025
2025-05-19,30.0,Sporting,POR,1,1788.21362305,2025-05-21,2024-2025
2025-05-22,29.0,Sporting,POR,1,1788.21362305,2025-05-25,2024-2025
2025-05-26,30.0,Sporting,POR,1,1788.21362305,2025-05-31,2024-2025
2025-06-01,29.0,Sporting,POR,1,1788.21362305,2025-07-24,2024-2025
2024-08-02,57.0,St Gillis,BEL,1,1695.80236816,2024-08-02,2024-2025
2024-08-03,55.0,St Gillis,BEL,1,1697.59802246,2024-08-07,2024-2025
2024-08-08,61.0,St Gillis,BEL,1,1685.85900879,2024-08-08,2024-2025
2024-08-09,62.0,St Gillis,BEL,1,1681.15576172,2024-08-10,2024-2025
2024-08-11,65.0,St Gillis,BEL,1,1668.87536621,2024-08-13,2024-2025
2024-08-14,72.0,St Gillis,BEL,1,1658.37585449,2024-08-15,2024-2025
2024-08-16,71.0,St Gillis,BEL,1,1659.26782227,2024-08-16,2024-2025
2024-08-17,71.0,St Gillis,BEL,1,1662.46679688,2024-08-17,2024-2025
2024-08-18,70.0,St Gillis,BEL,1,1662.46679688,2024-08-18,2024-2025
2024-08-19,69.0,St Gillis,BEL,1,1662.46679688,2024-08-22,2024-2025
2024-08-23,68.0,St Gillis,BEL,1,1664.67834473,2024-08-23,2024-2025
2024-08-24,69.0,St Gillis,BEL,1,1664.67834473,2024-08-25,2024-2025
2024-08-26,71.0,St Gillis,BEL,1,1660.23254395,2024-08-28,2024-2025
2024-08-29,71.0,St Gillis,BEL,1,1660.6385498,2024-08-29,2024-2025
2024-08-30,72.0,St Gillis,BEL,1,1660.55212402,2024-08-31,2024-2025
2024-09-01,73.0,St Gillis,BEL,1,1660.55212402,2024-09-01,2024-2025
2024-09-02,75.0,St Gillis,BEL,1,1658.71716309,2024-09-14,2024-2025
2024-09-15,73.0,St Gillis,BEL,1,1658.71716309,2024-09-15,2024-2025
2024-09-16,82.0,St Gillis,BEL,1,1645.75512695,2024-09-16,2024-2025
2024-09-17,81.0,St Gillis,BEL,1,1645.75512695,2024-09-17,2024-2025
2024-09-18,83.0,St Gillis,BEL,1,1645.75512695,2024-09-18,2024-2025
2024-09-19,87.0,St Gillis,BEL,1,1641.79614258,2024-09-19,2024-2025
2024-09-20,88.0,St Gillis,BEL,1,1641.79614258,2024-09-20,2024-2025
2024-09-21,88.0,St Gillis,BEL,1,1637.92614746,2024-09-22,2024-2025
2024-09-23,87.0,St Gillis,BEL,1,1637.92614746,2024-09-25,2024-2025
2024-09-26,87.0,St Gillis,BEL,1,1639.15039062,2024-09-26,2024-2025
2024-09-27,89.0,St Gillis,BEL,1,1632.88427734,2024-09-29,2024-2025
2024-09-30,87.0,St Gillis,BEL,1,1636.08972168,2024-10-01,2024-2025
2024-10-02,88.0,St Gillis,BEL,1,1636.08972168,2024-10-02,2024-2025
2024-10-03,85.0,St Gillis,BEL,1,1638.89135742,2024-10-03,2024-2025
2024-10-04,84.0,St Gillis,BEL,1,1642.15148926,2024-10-05,2024-2025
2024-10-06,85.0,St Gillis,BEL,1,1642.15148926,2024-10-06,2024-2025
2024-10-07,84.0,St Gillis,BEL,1,1645.13208008,2024-10-19,2024-2025
2024-10-20,82.0,St Gillis,BEL,1,1643.18981934,2024-10-20,2024-2025
2024-10-21,81.0,St Gillis,BEL,1,1643.18981934,2024-10-21,2024-2025
2024-10-22,80.0,St Gillis,BEL,1,1643.18981934,2024-10-22,2024-2025
2024-10-23,84.0,St Gillis,BEL,1,1641.44128418,2024-10-24,2024-2025
2024-10-25,90.0,St Gillis,BEL,1,1628.0333252,2024-10-27,2024-2025
2024-10-28,,St Gillis,BEL,1,1609.73034668,2024-10-28,2024-2025
2024-10-29,100.0,St Gillis,BEL,1,1609.73034668,2024-11-01,2024-2025
2024-11-02,,St Gillis,BEL,1,1609.73034668,2024-11-02,2024-2025
2024-11-03,,St Gillis,BEL,1,1609.4107666,2024-11-03,2024-2025
2024-11-04,100.0,St Gillis,BEL,1,1609.4107666,2024-11-04,2024-2025
2024-11-05,99.0,St Gillis,BEL,1,1609.4107666,2024-11-05,2024-2025
2024-11-06,97.0,St Gillis,BEL,1,1609.4107666,2024-11-06,2024-2025
2024-11-07,97.0,St Gillis,BEL,1,1612.83605957,2024-11-07,2024-2025
2024-11-08,98.0,St Gillis,BEL,1,1614.1607666,2024-11-08,2024-2025
2024-11-09,97.0,St Gillis,BEL,1,1614.1607666,2024-11-10,2024-2025
2024-11-11,89.0,St Gillis,BEL,1,1627.52124023,2024-11-23,2024-2025
2024-11-24,90.0,St Gillis,BEL,1,1627.52124023,2024-11-24,2024-2025
2024-11-25,90.0,St Gillis,BEL,1,1624.9987793,2024-11-26,2024-2025
2024-11-27,91.0,St Gillis,BEL,1,1624.9987793,2024-11-27,2024-2025
2024-11-28,90.0,St Gillis,BEL,1,1625.90332031,2024-11-28,2024-2025
2024-11-29,87.0,St Gillis,BEL,1,1638.01257324,2024-11-30,2024-2025
2024-12-01,84.0,St Gillis,BEL,1,1638.01257324,2024-12-01,2024-2025
2024-12-02,81.0,St Gillis,BEL,1,1643.52844238,2024-12-03,2024-2025
2024-12-04,82.0,St Gillis,BEL,1,1643.52844238,2024-12-06,2024-2025
2024-12-07,78.0,St Gillis,BEL,1,1643.52844238,2024-12-08,2024-2025
2024-12-09,81.0,St Gillis,BEL,1,1641.17749023,2024-12-10,2024-2025
2024-12-11,77.0,St Gillis,BEL,1,1644.54602051,2024-12-11,2024-2025
2024-12-12,79.0,St Gillis,BEL,1,1644.54602051,2024-12-12,2024-2025
2024-12-13,68.0,St Gillis,BEL,1,1664.85876465,2024-12-15,2024-2025
2024-12-16,66.0,St Gillis,BEL,1,1668.53735352,2024-12-19,2024-2025
2024-12-20,71.0,St Gillis,BEL,1,1660.63256836,2024-12-21,2024-2025
2024-12-22,73.0,St Gillis,BEL,1,1660.63256836,2024-12-22,2024-2025
2024-12-23,72.0,St Gillis,BEL,1,1661.0201416,2024-12-26,2024-2025
2024-12-27,65.0,St Gillis,BEL,1,1672.55651855,2024-12-31,2024-2025
2025-01-01,65.0,St Gillis,BEL,1,1672.55651855,2025-01-03,2024-2025
2025-01-04,66.0,St Gillis,BEL,1,1672.55651855,2025-01-05,2024-2025
2025-01-06,67.0,St Gillis,BEL,1,1672.55651855,2025-01-11,2024-2025
2025-01-12,62.0,St Gillis,BEL,1,1677.80651855,2025-01-12,2024-2025
2025-01-13,61.0,St Gillis,BEL,1,1677.80651855,2025-01-13,2024-2025
2025-01-14,62.0,St Gillis,BEL,1,1677.80651855,2025-01-14,2024-2025
2025-01-15,63.0,St Gillis,BEL,1,1677.80651855,2025-01-19,2024-2025
2025-01-20,60.0,St Gillis,BEL,1,1680.67675781,2025-01-21,2024-2025
2025-01-22,60.0,St Gillis,BEL,1,1680.99645996,2025-01-22,2024-2025
2025-01-23,61.0,St Gillis,BEL,1,1680.99645996,2025-01-23,2024-2025
2025-01-24,57.0,St Gillis,BEL,1,1683.94946289,2025-01-26,2024-2025
2025-01-27,56.0,St Gillis,BEL,1,1688.72998047,2025-01-27,2024-2025
2025-01-28,57.0,St Gillis,BEL,1,1688.72998047,2025-01-29,2024-2025
2025-01-30,57.0,St Gillis,BEL,1,1687.61901855,2025-01-30,2024-2025
2025-01-31,60.0,St Gillis,BEL,1,1673.24377441,2025-02-01,2024-2025
2025-02-02,61.0,St Gillis,BEL,1,1673.24377441,2025-02-02,2024-2025
2025-02-03,61.0,St Gillis,BEL,1,1675.64672852,2025-02-05,2024-2025
2025-02-06,62.0,St Gillis,BEL,1,1675.64672852,2025-02-09,2024-2025
2025-02-10,61.0,St Gillis,BEL,1,1678.15002441,2025-02-12,2024-2025
2025-02-13,60.0,St Gillis,BEL,1,1679.42163086,2025-02-13,2024-2025
2025-02-14,76.0,St Gillis,BEL,1,1657.953125,2025-02-15,2024-2025
2025-02-16,75.0,St Gillis,BEL,1,1657.953125,2025-02-16,2024-2025
2025-02-17,82.0,St Gillis,BEL,1,1644.31311035,2025-02-18,2024-2025
2025-02-19,77.0,St Gillis,BEL,1,1653.81628418,2025-02-19,2024-2025
2025-02-20,79.0,St Gillis,BEL,1,1653.81628418,2025-02-20,2024-2025
2025-02-21,77.0,St Gillis,BEL,1,1656.76452637,2025-02-21,2024-2025
2025-02-22,79.0,St Gillis,BEL,1,1656.76452637,2025-02-22,2024-2025
2025-02-23,78.0,St Gillis,BEL,1,1656.76452637,2025-02-23,2024-2025
2025-02-24,67.0,St Gillis,BEL,1,1669.17089844,2025-03-01,2024-2025
2025-03-02,66.0,St Gillis,BEL,1,1672.22814941,2025-03-02,2024-2025
2025-03-03,65.0,St Gillis,BEL,1,1672.22814941,2025-03-04,2024-2025
2025-03-05,71.0,St Gillis,BEL,1,1668.8729248,2025-03-06,2024-2025
2025-03-07,72.0,St Gillis,BEL,1,1664.3861084,2025-03-08,2024-2025
2025-03-09,73.0,St Gillis,BEL,1,1664.3861084,2025-03-09,2024-2025
2025-03-10,71.0,St Gillis,BEL,1,1668.76733398,2025-03-11,2024-2025
2025-03-12,73.0,St Gillis,BEL,1,1668.76733398,2025-03-12,2024-2025
2025-03-13,74.0,St Gillis,BEL,1,1666.23425293,2025-03-13,2024-2025
2025-03-14,73.0,St Gillis,BEL,1,1667.19787598,2025-03-14,2024-2025
2025-03-15,74.0,St Gillis,BEL,1,1667.19787598,2025-03-15,2024-2025
2025-03-16,78.0,St Gillis,BEL,1,1659.88623047,2025-03-29,2024-2025
2025-03-30,73.0,St Gillis,BEL,1,1668.24853516,2025-04-05,2024-2025
2025-04-06,60.0,St Gillis,BEL,1,1679.92175293,2025-04-08,2024-2025
2025-04-09,61.0,St Gillis,BEL,1,1679.92175293,2025-04-11,2024-2025
2025-04-12,62.0,St Gillis,BEL,1,1679.92175293,2025-04-12,2024-2025
2025-04-13,59.0,St Gillis,BEL,1,1685.97436523,2025-04-20,2024-2025
2025-04-21,57.0,St Gillis,BEL,1,1694.82897949,2025-04-23,2024-2025
2025-04-24,56.0,St Gillis,BEL,1,1694.82897949,2025-04-24,2024-2025
2025-04-25,50.0,St Gillis,BEL,1,1705.72839355,2025-04-26,2024-2025
2025-04-27,51.0,St Gillis,BEL,1,1705.72839355,2025-04-27,2024-2025
2025-04-28,52.0,St Gillis,BEL,1,1704.64147949,2025-05-02,2024-2025
2025-05-03,53.0,St Gillis,BEL,1,1704.64147949,2025-05-03,2024-2025
2025-05-04,51.0,St Gillis,BEL,1,1709.47570801,2025-05-07,2024-2025
2025-05-08,52.0,St Gillis,BEL,1,1709.47570801,2025-05-10,2024-2025
2025-05-11,50.0,St Gillis,BEL,1,1716.52441406,2025-05-17,2024-2025
2025-05-18,47.0,St Gillis,BEL,1,1727.5513916,2025-05-25,2024-2025
2025-05-26,47.0,St Gillis,BEL,1,1730.56494141,2025-07-24,2024-2025
2024-08-23,7.0,Bayern,GER,1,1900.72851562,2024-08-25,2024-2025
2024-08-26,7.0,Bayern,GER,1,1904.37512207,2024-08-29,2024-2025
2024-08-30,7.0,Bayern,GER,1,1904.78076172,2024-09-01,2024-2025
2024-09-02,7.0,Bayern,GER,1,1908.1171875,2024-09-14,2024-2025
2024-09-15,6.0,Bayern,GER,1,1912.72229004,2024-09-17,2024-2025
2024-09-18,7.0,Bayern,GER,1,1915.07763672,2024-09-18,2024-2025
2024-09-19,7.0,Bayern,GER,1,1918.57348633,2024-09-19,2024-2025
2024-09-20,6.0,Bayern,GER,1,1920.03027344,2024-09-21,2024-2025
2024-09-22,6.0,Bayern,GER,1,1928.28601074,2024-09-25,2024-2025
2024-09-26,6.0,Bayern,GER,1,1928.55395508,2024-09-26,2024-2025
2024-09-27,6.0,Bayern,GER,1,1926.88317871,2024-09-28,2024-2025
2024-09-29,6.0,Bayern,GER,1,1925.74743652,2024-10-01,2024-2025
2024-10-02,7.0,Bayern,GER,1,1927.11950684,2024-10-02,2024-2025
2024-10-03,7.0,Bayern,GER,1,1911.58154297,2024-10-03,2024-2025
2024-10-04,7.0,Bayern,GER,1,1916.08911133,2024-10-06,2024-2025
2024-10-07,7.0,Bayern,GER,1,1912.29931641,2024-10-19,2024-2025
2024-10-20,7.0,Bayern,GER,1,1920.47875977,2024-10-22,2024-2025
2024-10-23,7.0,Bayern,GER,1,1922.3046875,2024-10-23,2024-2025
2024-10-24,8.0,Bayern,GER,1,1903.80090332,2024-10-24,2024-2025
2024-10-25,8.0,Bayern,GER,1,1903.97961426,2024-10-27,2024-2025
2024-10-28,9.0,Bayern,GER,1,1908.25061035,2024-11-02,2024-2025
2024-11-03,9.0,Bayern,GER,1,1912.22131348,2024-11-05,2024-2025
2024-11-06,8.0,Bayern,GER,1,1904.99023438,2024-11-06,2024-2025
2024-11-07,7.0,Bayern,GER,1,1905.77148438,2024-11-07,2024-2025
2024-11-08,7.0,Bayern,GER,1,1909.79333496,2024-11-09,2024-2025
2024-11-10,7.0,Bayern,GER,1,1912.20874023,2024-11-22,2024-2025
2024-11-23,7.0,Bayern,GER,1,1914.92773438,2024-11-23,2024-2025
2024-11-24,6.0,Bayern,GER,1,1914.92773438,2024-11-26,2024-2025
2024-11-27,6.0,Bayern,GER,1,1922.01330566,2024-11-27,2024-2025
2024-11-28,6.0,Bayern,GER,1,1916.78063965,2024-11-28,2024-2025
2024-11-29,7.0,Bayern,GER,1,1913.18811035,2024-11-30,2024-2025
2024-12-01,6.0,Bayern,GER,1,1912.28601074,2024-12-02,2024-2025
2024-12-03,7.0,Bayern,GER,1,1912.28601074,2024-12-07,2024-2025
2024-12-08,7.0,Bayern,GER,1,1914.49682617,2024-12-10,2024-2025
2024-12-11,6.0,Bayern,GER,1,1920.19824219,2024-12-11,2024-2025
2024-12-12,6.0,Bayern,GER,1,1918.63330078,2024-12-12,2024-2025
2024-12-13,8.0,Bayern,GER,1,1910.58703613,2024-12-14,2024-2025
2024-12-15,9.0,Bayern,GER,1,1898.07214355,2024-12-15,2024-2025
2024-12-16,10.0,Bayern,GER,1,1898.07214355,2024-12-18,2024-2025
2024-12-19,11.0,Bayern,GER,1,1898.07214355,2024-12-19,2024-2025
2024-12-20,11.0,Bayern,GER,1,1896.26647949,2024-12-20,2024-2025
2024-12-21,7.0,Bayern,GER,1,1903.53625488,2024-12-21,2024-2025
2024-12-22,8.0,Bayern,GER,1,1903.53625488,2024-12-31,2024-2025
2025-01-01,8.0,Bayern,GER,1,1903.53625488,2025-01-11,2024-2025
2025-01-12,8.0,Bayern,GER,1,1906.89343262,2025-01-15,2024-2025
2025-01-16,8.0,Bayern,GER,1,1910.26660156,2025-01-18,2024-2025
2025-01-19,7.0,Bayern,GER,1,1912.52319336,2025-01-21,2024-2025
2025-01-22,6.0,Bayern,GER,1,1909.41455078,2025-01-22,2024-2025
2025-01-23,10.0,Bayern,GER,1,1888.48974609,2025-01-23,2024-2025
2025-01-24,10.0,Bayern,GER,1,1887.47253418,2025-01-25,2024-2025
2025-01-26,9.0,Bayern,GER,1,1890.99572754,2025-01-26,2024-2025
2025-01-27,10.0,Bayern,GER,1,1890.99572754,2025-01-29,2024-2025
2025-01-30,10.0,Bayern,GER,1,1886.81188965,2025-01-30,2024-2025
2025-01-31,10.0,Bayern,GER,1,1888.25256348,2025-02-01,2024-2025
2025-02-02,10.0,Bayern,GER,1,1889.2265625,2025-02-07,2024-2025
2025-02-08,10.0,Bayern,GER,1,1893.01831055,2025-02-11,2024-2025
2025-02-12,10.0,Bayern,GER,1,1898.79260254,2025-02-12,2024-2025
2025-02-13,9.0,Bayern,GER,1,1901.83813477,2025-02-13,2024-2025
2025-02-14,9.0,Bayern,GER,1,1904.6262207,2025-02-15,2024-2025
2025-02-16,8.0,Bayern,GER,1,1905.88952637,2025-02-18,2024-2025
2025-02-19,8.0,Bayern,GER,1,1906.26818848,2025-02-19,2024-2025
2025-02-20,8.0,Bayern,GER,1,1906.91699219,2025-02-20,2024-2025
2025-02-21,8.0,Bayern,GER,1,1901.56225586,2025-02-22,2024-2025
2025-02-23,9.0,Bayern,GER,1,1901.56225586,2025-02-23,2024-2025
2025-02-24,8.0,Bayern,GER,1,1907.77185059,2025-02-28,2024-2025
2025-03-01,8.0,Bayern,GER,1,1914.25305176,2025-03-04,2024-2025
2025-03-05,8.0,Bayern,GER,1,1913.53381348,2025-03-05,2024-2025
2025-03-06,8.0,Bayern,GER,1,1924.98583984,2025-03-06,2024-2025
2025-03-07,7.0,Bayern,GER,1,1927.40759277,2025-03-08,2024-2025
2025-03-09,8.0,Bayern,GER,1,1910.85314941,2025-03-11,2024-2025
2025-03-12,7.0,Bayern,GER,1,1920.21411133,2025-03-12,2024-2025
2025-03-13,7.0,Bayern,GER,1,1924.34631348,2025-03-13,2024-2025
2025-03-14,7.0,Bayern,GER,1,1928.14099121,2025-03-15,2024-2025
2025-03-16,7.0,Bayern,GER,1,1921.31469727,2025-03-29,2024-2025
2025-03-30,7.0,Bayern,GER,1,1922.66357422,2025-04-04,2024-2025
2025-04-05,7.0,Bayern,GER,1,1927.10632324,2025-04-08,2024-2025
2025-04-09,8.0,Bayern,GER,1,1917.86340332,2025-04-09,2024-2025
2025-04-10,8.0,Bayern,GER,1,1916.11157227,2025-04-10,2024-2025
2025-04-11,8.0,Bayern,GER,1,1917.22509766,2025-04-12,2024-2025
2025-04-13,8.0,Bayern,GER,1,1912.56652832,2025-04-15,2024-2025
2025-04-16,8.0,Bayern,GER,1,1912.72973633,2025-04-16,2024-2025
